term,standardized_predictor,coefficient_pp,standard_error_pp,predictor_mean,predictor_sd
intercept,False,0.8831021679525818,0.07472422848073744,,
post_only_share_union,True,0.05859689058695115,0.0786684084768648,0.36166879743189867,0.09668054200887567
abs_delta_observed_new_pp,True,-0.13454931714814752,0.07934030268592443,15.92580107286676,13.724294941928136
familiarity_wasserstein_log1p,True,-0.02058147585483447,0.07695688889688582,1.427714527011066,0.5660435714279666
rank_tvd,True,-0.031742753269240094,0.08034307375654756,0.20303464710115154,0.07745612865800998
role_tvd,True,-0.03039090798186267,0.08113850573971591,0.2178721768130019,0.09601731128641706
log1p_event_support,True,-0.2513707331487037,0.08997779499071623,2.4007447094931167,0.41031628657181013
