event_id,champion,patch,pre_patch,change_direction,higher_support_view,eligible_pre_matches,eligible_post_matches,eligible_pre_users,eligible_post_users,eligible_continuing_pre_matches,eligible_continuing_post_matches,eligible_pre_wins,eligible_post_wins,pre_outcome_all_same,post_outcome_all_same,raw_all_pre_win_rate,raw_all_post_win_rate,raw_all_delta_pp,raw_pre_win_rate,raw_post_win_rate,raw_delta_pp,continuing_all_pre_win_rate,continuing_all_post_win_rate,continuing_all_delta_pp,continuing_pre_win_rate,continuing_post_win_rate,continuing_delta_pp,standardized_pre,standardized_post,standardized_delta_pp,standardization_shift_pp,absolute_standardization_shift_pp,direction_changed_raw_vs_standardized,direction_changed_raw_vs_continuing,rq2_pre_post_wasserstein_log1p,rq2_post_only_vs_both_wasserstein_log1p,rq2_post_only_minus_both_mean_log1p
Aatrox|16.12,Aatrox,16.12,16.11,,True,24,45,13,11,12,40,11,26,False,False,0.48,0.574468085106383,9.446808510638306,0.4583333333333333,0.5777777777777777,11.944444444444441,0.3333333333333333,0.575,24.166666666666664,0.3333333333333333,0.575,24.166666666666664,0.4583333593681249,0.5786328327898096,12.029947342168468,0.08550289772402664,0.08550289772402664,False,False,0.3221971537464607,1.8635137494554466,-1.8635137494554463
Ahri|16.3,Ahri,16.3,16.2,,True,20,37,12,11,11,27,10,22,False,False,0.5,0.576271186440678,7.6271186440677985,0.5,0.5945945945945946,9.459459459459463,0.55,0.5714285714285714,2.1428571428571352,0.6363636363636364,0.5925925925925926,-4.377104377104379,0.5000000167916439,0.5969817447568414,9.698172796519755,0.2387133370602914,0.2387133370602914,False,True,0.4888557163829816,1.230145008031061,-1.230145008031061
Ahri|16.6,Ahri,16.6,16.5,,True,38,23,11,14,30,7,23,9,False,False,0.5185185185185185,0.5111111111111111,-0.7407407407407418,0.6052631578947368,0.391304347826087,-21.395881006864986,0.5675675675675675,0.5555555555555556,-1.2012012012011963,0.5666666666666667,0.2857142857142857,-28.095238095238095,0.6052631211053625,0.3887443648397261,-21.651875626563644,-0.255994619698658,0.255994619698658,False,False,0.49914795225929276,0.9042143459916777,-0.9042143459916777
Akali|16.5,Akali,16.5,16.4,,True,67,22,13,12,49,12,35,11,False,False,0.547945205479452,0.5416666666666666,-0.6278538812785395,0.5223880597014925,0.5,-2.238805970149249,0.5686274509803921,0.5,-6.8627450980392135,0.5510204081632653,0.5,-5.102040816326525,0.5223880556200742,0.49624791146864766,-2.6140144151426514,-0.37520844499340233,0.37520844499340233,False,False,0.28627520011597163,0.8079024409161697,-0.8079024409161699
Alistar|16.15,Alistar,16.15,16.14,,True,20,35,8,12,16,24,11,20,False,False,0.5357142857142857,0.5714285714285714,3.57142857142857,0.55,0.5714285714285714,2.1428571428571352,0.4375,0.5833333333333334,14.583333333333337,0.4375,0.5833333333333334,14.583333333333337,0.5499999941465219,0.5703102940711453,2.031029992462341,-0.1118271503947943,0.1118271503947943,False,False,0.5354424018437877,0.970621610980478,-0.970621610980478
Ambessa|16.10,Ambessa,16.10,16.9,,True,15,14,6,8,12,8,7,8,False,False,0.5238095238095238,0.5625,3.8690476190476164,0.4666666666666667,0.5714285714285714,10.476190476190473,0.6428571428571429,0.625,-1.7857142857142905,0.5833333333333334,0.625,4.1666666666666625,0.4666667016626747,0.5782760261455415,11.160932448286681,0.6847419720962087,0.6847419720962087,False,False,0.41018905253094196,0.7263045665032897,-0.5365597556508379
Ambessa|16.9,Ambessa,16.9,16.8,,True,36,15,9,6,25,13,15,7,False,False,0.42857142857142855,0.5238095238095238,9.523809523809529,0.4166666666666667,0.4666666666666667,4.999999999999999,0.4642857142857143,0.6,13.571428571428568,0.48,0.5384615384615384,5.846153846153845,0.4166666788212128,0.46134055007568847,4.467387125447569,-0.5326128745524299,0.5326128745524299,False,False,0.2943895259745402,1.8619378200119767,-1.8619378200119767
Anivia|16.10,Anivia,16.10,16.9,,True,24,85,6,10,22,53,13,45,False,False,0.6206896551724138,0.5252525252525253,-9.543712991988851,0.5416666666666666,0.5294117647058824,-1.225490196078427,0.5833333333333334,0.47761194029850745,-10.572139303482592,0.5454545454545454,0.4716981132075472,-7.375643224699823,0.5416666498287394,0.5101346581247054,-3.153199170403398,-1.927708974324971,1.927708974324971,False,False,0.22373317458523875,1.893040889494301,-1.8930408894943012
Aphelios|16.1,Aphelios,16.1,15.24,,True,18,68,4,10,12,10,10,32,False,False,0.5522388059701493,0.43,-12.22388059701493,0.5555555555555556,0.47058823529411764,-8.496732026143794,0.5576923076923077,0.2962962962962963,-26.139601139601144,0.5,0.4,-9.999999999999998,0.55555552568965,0.4602137761947885,-9.534174949486157,-1.037442923342363,1.037442923342363,False,False,0.7075128075052636,1.2279603060015734,-0.7281889189132136
Ashe|16.10,Ashe,16.10,16.9,,True,52,50,19,23,28,25,31,22,False,False,0.625,0.4,-22.499999999999996,0.5961538461538461,0.44,-15.615384615384615,0.6486486486486487,0.4375,-21.11486486486487,0.6071428571428571,0.4,-20.714285714285708,0.5961538278546249,0.4466050153153781,-14.954881253924679,0.660503361459936,0.660503361459936,False,False,0.1604492336624171,1.155626114605331,-1.1556261146053308
Bard|16.13,Bard,16.13,16.12,,True,20,87,6,11,14,9,9,46,False,False,0.4666666666666667,0.5315315315315315,6.486486486486487,0.45,0.5287356321839081,7.873563218390806,0.3888888888888889,0.2727272727272727,-11.61616161616162,0.35714285714285715,0.2222222222222222,-13.492063492063494,0.4500000224359586,0.5117843859228357,6.17843634868771,-1.6951268697030955,1.6951268697030955,False,True,0.3427993686234232,0.789790758662077,-0.7897907586620768
Brand|16.11,Brand,16.11,16.10,,True,36,17,15,11,20,12,18,5,False,False,0.5178571428571429,0.46153846153846156,-5.631868131868134,0.5,0.29411764705882354,-20.588235294117645,0.52,0.38461538461538464,-13.538461538461538,0.5,0.3333333333333333,-16.666666666666668,0.49999997324034406,0.2860730806807835,-21.392689255956054,-0.8044539618384086,0.8044539618384086,False,False,0.26997263337883437,1.4208602268442359,-1.4208602268442359
Brand|16.13,Brand,16.13,16.12,,True,41,86,16,21,30,50,20,44,False,False,0.5068493150684932,0.5161290322580645,0.9279717189571324,0.4878048780487805,0.5116279069767442,2.382302892796373,0.4864864864864865,0.5185185185185185,3.2032032032031976,0.4,0.52,12.0,0.48780488265970495,0.5156011696883369,2.779628702863196,0.3973258100668229,0.3973258100668229,False,False,0.3833660155827969,0.9712587287581953,-0.9712587287581952
Brand|16.4,Brand,16.4,16.3,,True,31,45,8,6,23,38,17,27,False,False,0.5945945945945946,0.6274509803921569,3.2856385797562226,0.5483870967741935,0.6,5.161290322580648,0.5416666666666666,0.6052631578947368,6.359649122807021,0.5217391304347826,0.6052631578947368,8.352402745995423,0.5483870987214073,0.6012559149295551,5.286881620814777,0.12559129823412896,0.12559129823412896,False,False,0.36934461085628323,0.9707835548716468,-0.9707835548716467
Braum|16.3,Braum,16.3,16.2,,True,18,42,9,11,8,26,10,25,False,False,0.66,0.5555555555555556,-10.444444444444445,0.5555555555555556,0.5952380952380952,3.9682539682539653,0.7419354838709677,0.5,-24.193548387096776,0.75,0.5769230769230769,-17.307692307692314,0.5555555468975567,0.5813733103640661,2.5817763466509436,-1.3864776216030217,1.3864776216030217,False,True,0.29395657994811936,0.7349179992098063,-0.643931218890225
Braum|16.4,Braum,16.4,16.3,,True,42,14,11,5,11,13,25,6,False,False,0.5555555555555556,0.5625,0.694444444444442,0.5952380952380952,0.42857142857142855,-16.666666666666668,0.5641025641025641,0.5384615384615384,-2.564102564102566,0.7272727272727273,0.46153846153846156,-26.573426573426573,0.5952380710533545,0.43460250008490076,-16.063557096845372,0.6031095698212958,0.6031095698212958,False,False,0.6946735773921916,0.7000202762941905,-0.4297102042220806
Caitlyn|16.1,Caitlyn,16.1,15.24,,True,62,45,15,17,43,19,30,18,False,False,0.4935064935064935,0.42168674698795183,-7.181974651854167,0.4838709677419355,0.4,-8.387096774193548,0.4909090909090909,0.44,-5.09090909090909,0.4883720930232558,0.42105263157894735,-6.731946144430845,0.4838709648363489,0.416052849748172,-6.781811508817687,1.6052852653758611,1.6052852653758611,False,False,0.49337157239960283,0.8212460887068924,-0.8212460887068924
Camille|16.16,Camille,16.16,16.15,,True,48,32,14,14,19,22,23,14,False,False,0.47058823529411764,0.4375,-3.308823529411764,0.4791666666666667,0.4375,-4.166666666666669,0.47368421052631576,0.45454545454545453,-1.9138755980861233,0.47368421052631576,0.45454545454545453,-1.9138755980861233,0.4791666664588199,0.4455069021642231,-3.3659764294596775,0.8006902372069913,0.8006902372069913,False,False,0.4096013888655779,0.6854060236945103,-0.6447762913200668
Darius|16.4,Darius,16.4,16.3,,True,6,93,5,7,4,85,4,53,False,False,0.5384615384615384,0.5636363636363636,2.5174825174825166,0.6666666666666666,0.5698924731182796,-9.677419354838701,0.48484848484848486,0.5612244897959183,7.637600494743346,0.5,0.5882352941176471,8.823529411764708,0.6666664696577148,0.5539025438466879,-11.27639258110269,-1.5989732262639897,1.5989732262639897,False,True,0.32515414609428933,2.1323098850720488,-2.1323098850720488
Diana|16.11,Diana,16.11,16.10,,True,26,96,10,16,15,59,17,49,False,False,0.6585365853658537,0.5148514851485149,-14.368510021733883,0.6538461538461539,0.5104166666666666,-14.342948717948723,0.7142857142857143,0.5396825396825397,-17.460317460317466,0.8,0.5423728813559322,-25.762711864406786,0.6538460982787248,0.4993836554657947,-15.446244281293003,-1.1032955633442807,1.1032955633442807,False,False,0.3528546664511099,2.1960566472364973,-2.196056647236497
Diana|16.3,Diana,16.3,16.2,,True,85,12,20,7,46,12,39,5,False,False,0.46464646464646464,0.47619047619047616,1.1544011544011523,0.4588235294117647,0.4166666666666667,-4.2156862745098,0.4782608695652174,0.4166666666666667,-6.159420289855072,0.4782608695652174,0.4166666666666667,-6.159420289855072,0.4588235278020314,0.40941144821835884,-4.941207958367255,-0.7255216838574556,0.7255216838574556,False,False,0.793154438387714,,
Ekko|16.3,Ekko,16.3,16.2,,True,24,9,11,8,6,2,11,5,False,False,0.5609756097560976,0.5652173913043478,0.42417815482501675,0.4583333333333333,0.5555555555555556,9.722222222222227,0.2857142857142857,0.6666666666666666,38.095238095238095,0.3333333333333333,0.5,16.666666666666668,0.4583333501277948,0.553217962263804,9.488461213600925,-0.23376100862130222,0.23376100862130222,False,False,0.5846690130396202,0.7275172319452771,-0.13823919208573665
Ezreal|16.3,Ezreal,16.3,16.2,,True,8,21,6,9,2,12,3,10,False,False,0.5,0.5681818181818182,6.818181818181824,0.375,0.47619047619047616,10.119047619047617,0.6190476190476191,0.5789473684210527,-4.010025062656641,0.5,0.4166666666666667,-8.333333333333332,0.37500009902307757,0.45786017168696835,8.286007266389078,-1.8330403526585393,1.8330403526585393,False,True,1.0564273975108218,1.211341419948727,-1.211341419948727
Ezreal|16.9,Ezreal,16.9,16.8,,True,33,75,16,18,22,42,18,37,False,False,0.5098039215686274,0.5287356321839081,1.893171061528065,0.5454545454545454,0.49333333333333335,-5.212121212121207,0.5185185185185185,0.5227272727272727,0.42087542087542174,0.5,0.5238095238095238,2.3809523809523836,0.5454545321944146,0.48047283605976315,-6.498169613465149,-1.2860484013439422,1.2860484013439422,False,True,0.5461671355281905,2.3248204842894666,-2.3248204842894675
